"Year","Cum_Int"
1983,24.6432
1984,7.1675
1985,13.3077
1987,18.1643
1989,7.953
1990,71.185
1991,26.4997
1992,32.3738
1993,12.0992
1994,140.1738
1995,65.6037
1996,70.352
1997,22.0426
2000,68.9296
2001,83.926
2002,135.1478
2003,112.1908
2004,292.0831
2005,123.0237
2006,106.0916
2008,22.5946
2010,31.4357
2012,169.5641
2013,61.1934
2014,110.0244
