"Year","Cum_Int"
1983,14.252
1984,6.891
1985,84.0169
1986,5.3535
1987,19.656
1989,55.5033
1990,61.1592
1993,60.8034
1994,60.1334
1995,89.1008
1996,61.1203
1997,62.4002
1998,50.0265
1999,10.248
2000,9.146
2001,152.4434
2002,85.8859
2003,1.3067
2004,97.8433
2005,190.758
2006,22.7328
2007,27.1805
2009,56.411
2010,32.9226
2011,250.3906
2012,26.375
2013,19.4664
2014,28.0508
